transaction_date,owner,ticker,asset_type,amount,senator
01/08/2019,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/07/2019,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/07/2019,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/04/2019,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/04/2019,Joint,CZR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/04/2019,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/04/2019,Joint,DVN,Stock,"$15,001 - $50,000","David A Perdue , Jr"
01/03/2019,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/03/2019,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/03/2019,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/03/2019,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
01/25/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
01/25/2019,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
01/11/2019,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
01/04/2019,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
01/04/2019,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
01/16/2019,Self,DAL,Stock,"$50,001 - $100,000",James M Inhofe
01/16/2019,Self,KMX,Stock,"$100,001 - $250,000",James M Inhofe
01/16/2019,Self,BABA,Stock,"$15,001 - $50,000",James M Inhofe
01/16/2019,Self,ALB,Stock,"$15,001 - $50,000",James M Inhofe
01/15/2019,Self,V,Stock,"$50,001 - $100,000",James M Inhofe
01/15/2019,Self,AMZN,Stock,"$100,001 - $250,000",James M Inhofe
01/11/2019,Self,MRK,Stock,"$100,001 - $250,000",James M Inhofe
08/22/2018,Self,CAPL,Stock,"$1,001 - $15,000",Patrick J Toomey
08/09/2018,Self,CAPL,Stock,"$1,001 - $15,000",Patrick J Toomey
08/02/2018,Self,PG,Stock,"$15,001 - $50,000",Patrick J Toomey
12/12/2018,Spouse,GIS,Stock,"$1,001 - $15,000",Shelley M Capito
12/13/2018,Spouse,PG,Stock,"$1,001 - $15,000",Shelley M Capito
12/13/2018,Spouse,PEP,Stock,"$1,001 - $15,000",Shelley M Capito
12/31/2018,Spouse,--,Stock,"$1,001 - $15,000",Shelley M Capito
01/04/2019,Self,AAPL,Stock,"$50,001 - $100,000",John Hoeven
12/27/2018,Self,WTW,Stock,"$15,001 - $50,000",John Hoeven
12/27/2018,Self,DWDP,Stock,"$50,001 - $100,000",John Hoeven
12/27/2018,Self,TAP,Stock,"$100,001 - $250,000",John Hoeven
12/27/2018,Self,IVZ,Stock,"$15,001 - $50,000",John Hoeven
12/27/2018,Self,BUD,Stock,"$50,001 - $100,000",John Hoeven
12/27/2018,Self,T,Stock,"$15,001 - $50,000",John Hoeven
12/27/2018,Self,FDX,Stock,"$15,001 - $50,000",John Hoeven
12/27/2018,Self,BX,Other Securities,"$100,001 - $250,000",John Hoeven
12/18/2018,Joint,GE,Stock,"$1,001 - $15,000",Thomas Udall
12/04/2018,Spouse,FB,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/04/2018,Joint,GS,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/04/2018,Joint,ETN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/04/2018,Joint,BUD,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/04/2018,Joint,REZI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Joint,AMZN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Joint,F,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Joint,NVDA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Joint,T,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Joint,TSLA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Joint,BMY,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/03/2018,Self,C,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/03/2018,Self,BUD,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/03/2018,Self,REZI,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/04/2018,Self,AAPL,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/04/2018,Self,UNP,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/19/2018,Self,COF,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Self,ILMN,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Self,F,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Self,TSLA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/28/2018,Self,SQ,Stock,"$1,001 - $15,000",Sheldon Whitehouse
12/31/2018,Self,XBI,Stock,"$15,001 - $50,000",James M Inhofe
12/31/2018,Self,CELG,Stock,"$15,001 - $50,000",James M Inhofe
12/27/2018,Self,TEL,Stock,"$50,001 - $100,000",James M Inhofe
12/27/2018,Self,APTV,Stock,"$15,001 - $50,000",James M Inhofe
12/13/2018,Self,XPO,Stock,"$15,001 - $50,000",James M Inhofe
12/31/2018,Joint,SPY,Stock,"$50,001 - $100,000","David A Perdue , Jr"
12/31/2018,Joint,SPY,Stock,"$50,001 - $100,000","David A Perdue , Jr"
12/31/2018,Joint,CZR,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/27/2018,Joint,AXTA,Stock,"$100,001 - $250,000","David A Perdue , Jr"
12/27/2018,Joint,SPY,Stock,"$250,001 - $500,000","David A Perdue , Jr"
12/27/2018,Joint,HBI,Stock,"$100,001 - $250,000","David A Perdue , Jr"
12/27/2018,Joint,DVN,Stock,"$50,001 - $100,000","David A Perdue , Jr"
12/27/2018,Joint,FDC,Stock,"$100,001 - $250,000","David A Perdue , Jr"
12/27/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/27/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
12/26/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
12/24/2018,Joint,ACA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/24/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/24/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/21/2018,Joint,ACA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/21/2018,Joint,RF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/21/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/21/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/21/2018,Joint,PAGP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/20/2018,Joint,PG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/20/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/20/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
12/20/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/20/2018,Joint,VLP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/20/2018,Joint,SLB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/20/2018,Joint,STT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/20/2018,Joint,ACA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/20/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
12/20/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/19/2018,Joint,ET,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/19/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/19/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/19/2018,Joint,MU,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/18/2018,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/18/2018,Joint,VLP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/17/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/17/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/14/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/14/2018,Joint,SU,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/14/2018,Joint,SLB,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/14/2018,Joint,UPS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/13/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2018,Joint,UPS,Stock,"$50,001 - $100,000","David A Perdue , Jr"
12/13/2018,Joint,WPX,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2018,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/13/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2018,Joint,GLW,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2018,Joint,UPS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2018,Joint,RF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/12/2018,Joint,UPS,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/12/2018,Joint,GLW,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/11/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/11/2018,Joint,GLW,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/11/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/11/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
12/10/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/10/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/07/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/07/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/07/2018,Joint,BWXT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/06/2018,Joint,BWXT,Stock,"$15,001 - $50,000","David A Perdue , Jr"
12/06/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/04/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/04/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/03/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
12/24/2018,Spouse,--,Other Securities,"$1,001 - $15,000",Mark R Warner
12/24/2018,Self,--,Other Securities,"$1,001 - $15,000",Mark R Warner
12/19/2018,Self,--,Non-Public Stock,"$250,001 - $500,000",Mark R Warner
12/07/2018,Self,--,Other Securities,"$50,001 - $100,000",Mark R Warner
12/21/2018,Spouse,LIN,Stock,"$15,001 - $50,000",Susan M Collins
12/21/2018,Spouse,FB,Stock,"$1,001 - $15,000",Susan M Collins
12/21/2018,Spouse,XOM,Stock,"$1,001 - $15,000",Susan M Collins
12/21/2018,Spouse,ENB,Stock,"$15,001 - $50,000",Susan M Collins
12/21/2018,Spouse,CFR,Stock,"$1,001 - $15,000",Susan M Collins
12/21/2018,Spouse,STZ,Stock,"$15,001 - $50,000",Susan M Collins
12/21/2018,Spouse,NEE,Stock,"$15,001 - $50,000",Susan M Collins
12/19/2018,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/19/2018,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/17/2018,Spouse,--,Other Securities,"$1,001 - $15,000",Thomas R Carper
12/17/2018,Spouse,--,Corporate Bond,"$15,001 - $50,000",Thomas R Carper
12/10/2018,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
12/21/2018,Joint,GFAFX,Other Securities,"$1,001 - $15,000",Daniel S Sullivan
12/19/2018,Joint,MALOX,Other Securities,"$1,001 - $15,000",Daniel S Sullivan
11/24/2018,Spouse,--,Non-Public Stock,"$15,001 - $50,000",Ron L Wyden
11/16/2018,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
11/19/2018,Joint,F,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/19/2018,Joint,KHC,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/19/2018,Joint,IBM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/19/2018,Self,IBM,Stock,"$1,001 - $15,000",Sheldon Whitehouse
11/29/2018,Self,AET,Stock,"$15,001 - $50,000",Sheldon Whitehouse
12/05/2018,Spouse,WFC,Stock,"$1,001 - $15,000","A. Mitchell McConnell, Jr."
12/11/2018,Self,RTN,Stock,"$50,001 - $100,000",James M Inhofe
11/16/2018,Self,CELG,Stock,"$15,001 - $50,000",James M Inhofe
11/16/2018,Self,APTV,Stock,"$15,001 - $50,000",James M Inhofe
11/16/2018,Self,CELG,Stock,"$15,001 - $50,000",James M Inhofe
11/16/2018,Self,APTV,Stock,"$15,001 - $50,000",James M Inhofe
11/28/2018,Self,HOLX,Stock,"$1,001 - $15,000",John F Reed
11/28/2018,Self,AGN,Stock,"$1,001 - $15,000",John F Reed
10/31/2018,Spouse,LIN,Stock,"$1,001 - $15,000",Shelley M Capito
11/29/2018,Spouse,--,Stock,"$1,001 - $15,000",Shelley M Capito
11/29/2018,Spouse,QCOM,Stock,"$1,001 - $15,000",Shelley M Capito
11/29/2018,Spouse,IBM,Stock,"$1,001 - $15,000",Shelley M Capito
11/12/2018,Spouse,INCY,Stock,"$1,001 - $15,000",Shelley M Capito
11/13/2018,Spouse,SHECY,Stock,"$1,001 - $15,000",Shelley M Capito
11/30/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/29/2018,Joint,KMI,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/29/2018,Joint,WMB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/28/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/28/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/28/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/28/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/28/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/28/2018,Joint,--,Municipal Security,"$100,001 - $250,000","David A Perdue , Jr"
11/28/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/27/2018,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/27/2018,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/27/2018,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/27/2018,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/27/2018,Joint,DISCA,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/27/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/27/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/27/2018,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/27/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/26/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/26/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/26/2018,Joint,DVN,Stock,"$50,001 - $100,000","David A Perdue , Jr"
11/26/2018,Joint,SPY,Stock,"$500,001 - $1,000,000","David A Perdue , Jr"
11/26/2018,Joint,HBI,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/26/2018,Joint,FDC,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/26/2018,Joint,AXTA,Stock,"$100,001 - $250,000","David A Perdue , Jr"
11/21/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2018,Joint,PFE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/20/2018,Joint,VLP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/20/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/19/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/19/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/19/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/19/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/19/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/16/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/15/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/15/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/15/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/14/2018,Joint,VLP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/14/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/14/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/14/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/13/2018,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/13/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/13/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/13/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/13/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2018,Joint,KN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2018,Joint,LGF-B,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/12/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/09/2018,Joint,LGF-B,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/09/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/08/2018,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2018,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2018,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/07/2018,Joint,FEYE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/06/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/06/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/05/2018,Joint,PFE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
11/05/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/05/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/05/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/05/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/05/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/05/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/02/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/02/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/02/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/21/2018,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/21/2018,Spouse,--,Corporate Bond,"$1,001 - $15,000",Thomas R Carper
11/09/2018,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/09/2018,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/12/2018,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/09/2018,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/09/2018,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
11/02/2018,Spouse,--,Stock,"$1,001 - $15,000",Thomas R Carper
10/17/2018,Spouse,SLB,Stock,"$1,001 - $15,000","Angus S King, Jr."
11/09/2018,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
11/09/2018,Self,GIS,Stock,"$1,001 - $15,000",Gary C Peters
11/09/2018,Self,--,Corporate Bond,"$1,001 - $15,000",Gary C Peters
10/24/2018,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
10/24/2018,Self,--,Municipal Security,"$1,001 - $15,000",Gary C Peters
10/30/2018,Self,GE,Stock,"$1,001 - $15,000",Gary C Peters
10/30/2018,Self,T,Stock,"$1,001 - $15,000",Gary C Peters
10/25/2018,Spouse,LRCX,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/23/2018,Joint,--,Corporate Bond,"$15,001 - $50,000",Sheldon Whitehouse
10/23/2018,Joint,NVDA,Stock,"$1,001 - $15,000",Sheldon Whitehouse
10/30/2018,Spouse,MSTY.PA,Stock,"$50,001 - $100,000",Tina Smith
10/29/2018,Spouse,MSTY.PA,Stock,"$50,001 - $100,000",Tina Smith
10/31/2018,Spouse,AON,Stock,"$1,001 - $15,000",Susan M Collins
10/02/2018,Spouse,SBUX,Stock,"$15,001 - $50,000",Susan M Collins
10/31/2018,Spouse,PX,Stock,"$1,001 - $15,000",Susan M Collins
10/16/2018,Spouse,HON,Stock,"$15,001 - $50,000",Susan M Collins
10/16/2018,Spouse,TJX,Stock,"$1,001 - $15,000",Susan M Collins
10/02/2018,Spouse,AMZN,Stock,"$15,001 - $50,000",Susan M Collins
10/31/2018,Spouse,PX,Stock,"$1,001 - $15,000",Shelley M Capito
10/17/2018,Spouse,JNJ,Stock,"$1,001 - $15,000",Shelley M Capito
10/16/2018,Spouse,JPM,Stock,"$1,001 - $15,000",Shelley M Capito
11/05/2018,Self,AIG,Stock,"$50,001 - $100,000",James M Inhofe
10/31/2018,Self,GE,Stock,"$15,001 - $50,000",James M Inhofe
10/25/2018,Self,XPO,Stock,"$50,001 - $100,000",James M Inhofe
10/25/2018,Self,ISRG,Stock,"$15,001 - $50,000",James M Inhofe
10/25/2018,Self,NTLA,Stock,"$15,001 - $50,000",James M Inhofe
10/17/2018,Self,ALB,Stock,"$15,001 - $50,000",James M Inhofe
10/11/2018,Self,CRM,Stock,"$50,001 - $100,000",James M Inhofe
10/19/2018,Joint,ETP,Stock,"$50,001 - $100,000","David A Perdue , Jr"
11/02/2018,Joint,--,Municipal Security,"$250,001 - $500,000","David A Perdue , Jr"
11/01/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/01/2018,Joint,CBS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/01/2018,Joint,HBI,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/01/2018,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/01/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
11/01/2018,Joint,AAPL,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/31/2018,Joint,PFE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/31/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/31/2018,Joint,GPK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/30/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/30/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/30/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/30/2018,Joint,GPK,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/30/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/30/2018,Joint,PFE,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/29/2018,Joint,PFE,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/29/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/29/2018,Joint,MRK,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/29/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/29/2018,Joint,FDC,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/26/2018,Joint,MU,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/26/2018,Joint,ENTG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/26/2018,Joint,DVN,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/25/2018,Joint,MOS,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/25/2018,Joint,DISCA,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/24/2018,Joint,PG,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/24/2018,Joint,JNJ,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/24/2018,Joint,CAT,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/24/2018,Joint,IP,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/24/2018,Joint,WMB,Stock,"$15,001 - $50,000","David A Perdue , Jr"
10/24/2018,Joint,RF,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/23/2018,Joint,VLP,Stock,"$1,001 - $15,000","David A Perdue , Jr"
10/23/2018,Joint,BAC,Stock,"$15,001 - $50,000","David A Perdue , Jr"
