senator,ticker,owner,type,transaction_date
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),1/10/2020
"David A Perdue , Jr",URBN,Joint,Purchase,1/10/2020
"David A Perdue , Jr",FEYE,Joint,Sale (Partial),1/7/2020
"David A Perdue , Jr",ALB,Joint,Purchase,1/6/2020
Gary C Peters,--,Self,Purchase,1/27/2020
Gary C Peters,--,Self,Purchase,1/10/2020
Gary C Peters,--,Self,Purchase,1/10/2020
Pat Roberts,MA,Spouse,Purchase,1/21/2020
Pat Roberts,KSS,Spouse,Sale (Full),1/13/2020
Pat Roberts,NFLX,Spouse,Purchase,1/13/2020
Pat Roberts,AMZN,Spouse,Purchase,1/10/2020
Pat Roberts,NFLX,Spouse,Purchase,1/10/2020
Pat Roberts,MA,Spouse,Sale (Full),1/6/2020
Pat Roberts,NVDA,Spouse,Sale (Full),1/6/2020
Pat Roberts,AMZN,Spouse,Sale (Full),1/6/2020
Pat Roberts,ETY,Spouse,Sale (Partial),1/13/2020
Pat Roberts,BABA,Spouse,Purchase,1/14/2020
Pat Roberts,NFLX,Spouse,Sale (Full),1/6/2020
Thomas R Carper,--,Spouse,Purchase,1/24/2020
Thomas R Carper,--,Spouse,Sale (Full),1/2/2020
Thomas R Carper,--,Spouse,Sale (Full),1/2/2020
Shelley M Capito,TFC,Self,Exchange,12/9/2019
Gary C Peters,--,Self,Exchange,12/31/2019
Gary C Peters,--,Self,Exchange,12/31/2019
James M Inhofe,PG,Self,Sale (Full),1/13/2020
James M Inhofe,BFAM,Self,Sale (Full),1/13/2020
"David A Perdue , Jr",VIAC,Joint,Exchange,12/9/2019
Rick Scott,--,Self,Purchase,12/19/2019
Rick Scott,--,Spouse,Purchase,12/19/2019
Rick Scott,--,Spouse,Purchase,12/19/2019
Rick Scott,--,Spouse,Purchase,12/19/2019
Rick Scott,--,Self,Purchase,12/17/2019
Rick Scott,--,Spouse,Purchase,12/17/2019
Rick Scott,--,Spouse,Purchase,12/17/2019
Rick Scott,--,Spouse,Purchase,12/17/2019
Gary C Peters,--,Self,Purchase,12/19/2019
Gary C Peters,--,Self,Purchase,12/19/2019
Shelley M Capito,CMCSA,Spouse,Purchase,12/16/2019
Shelley M Capito,C,Spouse,Sale (Partial),12/11/2019
"David A Perdue , Jr",--,Joint,Exchange,12/9/2019
"David A Perdue , Jr",RF,Joint,Purchase,1/3/2020
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),1/2/2020
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),1/2/2020
"David A Perdue , Jr",ALB,Joint,Purchase,12/31/2019
"David A Perdue , Jr",BAH,Joint,Purchase,12/31/2019
"David A Perdue , Jr",DOW,Joint,Sale (Partial),12/31/2019
"David A Perdue , Jr",KMI,Joint,Purchase,12/31/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/30/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/23/2019
"David A Perdue , Jr",ACA,Joint,Sale (Partial),12/19/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/19/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/19/2019
"David A Perdue , Jr",FDX,Joint,Purchase,12/18/2019
"David A Perdue , Jr",PAA,Joint,Purchase,12/17/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/16/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),12/16/2019
"David A Perdue , Jr",LNG,Joint,Purchase,12/16/2019
"David A Perdue , Jr",SUN,Joint,Sale (Partial),12/13/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/13/2019
"David A Perdue , Jr",IP,Joint,Sale (Full),12/12/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/11/2019
"David A Perdue , Jr",PAA,Joint,Purchase,12/10/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/10/2019
"David A Perdue , Jr",TRGP,Joint,Purchase,12/9/2019
"David A Perdue , Jr",TRGP,Joint,Purchase,12/9/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/6/2019
"David A Perdue , Jr",ALB,Joint,Purchase,12/5/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/3/2019
"David A Perdue , Jr",URBN,Joint,Purchase,12/3/2019
John Hoeven,BIV,Self,Purchase,12/31/2019
John Hoeven,VFIJX,Self,Purchase,12/31/2019
John Hoeven,SLB,Self,Purchase,12/31/2019
John Hoeven,MPC,Self,Purchase,12/31/2019
John Hoeven,TGBAX,Self,Sale (Full),12/23/2019
John Hoeven,REZI,Self,Sale (Full),12/23/2019
John Hoeven,KHC,Self,Sale (Full),12/23/2019
John Hoeven,GTX,Self,Sale (Full),12/23/2019
Patrick J Toomey,PPL,Self,Purchase,12/10/2019
Thomas R Carper,--,Spouse,Purchase,12/27/2019
Thomas R Carper,--,Spouse,Purchase,12/27/2019
Thomas R Carper,UAA,Spouse,Sale (Full),12/17/2019
Thomas R Carper,UAA,Spouse,Sale (Full),12/17/2019
Thomas R Carper,BP,Spouse,Sale (Full),12/17/2019
Thomas R Carper,--,Self,Purchase,12/16/2019
Thomas R Carper,--,Spouse,Purchase,12/6/2019
Thomas R Carper,--,Spouse,Purchase,12/6/2019
Sheldon Whitehouse,IBM,Joint,Sale (Full),12/19/2019
Roy Blunt,KHC,Spouse,Sale (Full),11/26/2019
Roy Blunt,MDLZ,Spouse,Sale (Full),12/2/2019
Gary C Peters,TFC,Self,Exchange,12/6/2019
James M Inhofe,EDIT,Self,Sale (Full),2/4/2019
James M Inhofe,MSFT,Self,Sale (Partial),1/29/2019
James M Inhofe,DHR,Self,Sale (Partial),3/1/2019
James M Inhofe,PYPL,Self,Sale (Partial),6/25/2019
Rick Scott,--,Self,Purchase,12/6/2019
Rick Scott,--,Spouse,Purchase,12/6/2019
Rick Scott,--,Spouse,Purchase,12/6/2019
Rick Scott,--,Spouse,Purchase,12/6/2019
Rick Scott,--,Self,Purchase,12/5/2019
Rick Scott,--,Spouse,Purchase,12/5/2019
Rick Scott,--,Spouse,Purchase,12/5/2019
Rick Scott,--,Self,Purchase,11/22/2019
Rick Scott,--,Spouse,Purchase,11/22/2019
Rick Scott,--,Spouse,Purchase,11/22/2019
Rick Scott,--,Spouse,Purchase,11/22/2019
Rick Scott,--,Self,Sale (Full),11/20/2019
John N Kennedy,MTUM,Self,Purchase,10/11/2018
John N Kennedy,--,Self,Exchange,10/9/2018
Gary C Peters,--,Self,Purchase,11/19/2019
John Hoeven,PRU,Self,Purchase,11/19/2019
John Hoeven,BSTZ,Self,Purchase,11/19/2019
"A. Mitchell McConnell, Jr.",WFC,Spouse,Purchase,12/4/2019
Patrick J Toomey,GE,Self,Sale (Partial),11/5/2019
Patrick J Toomey,ET,Self,Sale (Full),11/6/2019
Patrick J Toomey,NDAQ,Child,Purchase,11/19/2019
Patrick J Toomey,NDAQ,Child,Sale (Full),11/19/2019
Mark R Warner,--,Self,Purchase,11/15/2019
Susan M Collins,--,Spouse,Purchase,11/20/2019
Susan M Collins,--,Spouse,Purchase,11/19/2019
"David A Perdue , Jr",URBN,Joint,Purchase,11/29/2019
"David A Perdue , Jr",URBN,Joint,Purchase,11/26/2019
"David A Perdue , Jr",URBN,Joint,Purchase,11/26/2019
"David A Perdue , Jr",AM,Joint,Sale (Partial),11/21/2019
"David A Perdue , Jr",FEYE,Joint,Sale (Partial),11/20/2019
"David A Perdue , Jr",ALB,Joint,Purchase,11/20/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),11/19/2019
"David A Perdue , Jr",FEYE,Joint,Sale (Partial),11/19/2019
"David A Perdue , Jr",SPY,Joint,Sale (Partial),11/14/2019
"David A Perdue , Jr",CTSH,Joint,Purchase,11/14/2019
"David A Perdue , Jr",GPK,Joint,Sale (Partial),11/14/2019
"David A Perdue , Jr",XOM,Joint,Purchase,11/14/2019
"David A Perdue , Jr",TCP,Joint,Purchase,11/12/2019
"David A Perdue , Jr",CBS,Joint,Purchase,11/12/2019
"David A Perdue , Jr",LGF-B,Joint,Purchase,11/12/2019
"David A Perdue , Jr",BOIVF,Joint,Purchase,11/11/2019
"David A Perdue , Jr",FDX,Joint,Purchase,11/11/2019
"David A Perdue , Jr",CBS,Joint,Purchase,11/11/2019
"David A Perdue , Jr",SPY,Joint,Sale (Partial),11/11/2019
"David A Perdue , Jr",DVN,Joint,Purchase,11/11/2019
"David A Perdue , Jr",CBS,Joint,Purchase,11/11/2019
"David A Perdue , Jr",RF,Joint,Purchase,11/11/2019
"David A Perdue , Jr",LGF-B,Joint,Purchase,11/11/2019
"David A Perdue , Jr",CBS,Joint,Purchase,11/11/2019
"David A Perdue , Jr",SPY,Joint,Sale (Partial),11/11/2019
"David A Perdue , Jr",FDX,Joint,Purchase,11/11/2019
"David A Perdue , Jr",DVN,Joint,Purchase,11/11/2019
"David A Perdue , Jr",LGF-B,Joint,Purchase,11/11/2019
"David A Perdue , Jr",LGF-B,Joint,Purchase,11/11/2019
"David A Perdue , Jr",ALB,Joint,Purchase,11/8/2019
"David A Perdue , Jr",ALB,Joint,Purchase,11/8/2019
"David A Perdue , Jr",BOIVF,Joint,Purchase,11/8/2019
"David A Perdue , Jr",FEYE,Joint,Sale (Partial),11/8/2019
"David A Perdue , Jr",BOIVF,Joint,Purchase,11/7/2019
"David A Perdue , Jr",ACA,Joint,Sale (Partial),11/7/2019
"David A Perdue , Jr",BOIVF,Joint,Purchase,11/6/2019
"David A Perdue , Jr",BOIVF,Joint,Purchase,11/4/2019
"David A Perdue , Jr",--,Joint,Sale (Full),11/4/2019
"David A Perdue , Jr",--,Joint,Purchase,11/1/2019
"David A Perdue , Jr",--,Joint,Purchase,11/1/2019
Thomas R Carper,--,Spouse,Purchase,11/8/2019
Thomas R Carper,--,Spouse,Purchase,11/8/2019
Thomas R Carper,--,Spouse,Sale (Full),11/7/2019
Thomas R Carper,--,Spouse,Sale (Full),11/7/2019
Thomas R Carper,MCD,Spouse,Purchase,11/4/2019
Thomas R Carper,RTN,Spouse,Purchase,11/4/2019
Thomas R Carper,MO,Spouse,Sale (Full),11/4/2019
Thomas R Carper,TSM,Spouse,Purchase,11/4/2019
Thomas R Carper,DRI,Spouse,Purchase,11/4/2019
Rafael E Cruz,PAGP,Joint,Sale (Full),11/27/2019
Pat Roberts,MA,Spouse,Purchase,11/12/2019
Pat Roberts,NOC,Spouse,Purchase,11/4/2019
Pat Roberts,NOC,Spouse,Purchase,11/4/2019
Pat Roberts,DIS,Spouse,Purchase,11/4/2019
Gary C Peters,--,Self,Purchase,11/13/2019
John Hoeven,IVZ,Self,Purchase,11/5/2019
John Hoeven,XOM,Self,Purchase,11/5/2019
John Hoeven,TWO,Self,Purchase,11/4/2019
John Hoeven,XOM,Self,Purchase,11/4/2019
John Hoeven,EXC,Self,Purchase,11/4/2019
John Hoeven,CVX,Self,Purchase,11/4/2019
Lamar Alexander,--,Spouse,Purchase,11/7/2019
Patrick J Toomey,BBT,Joint,Sale (Full),10/31/2018
Patrick J Toomey,ETP,Self,Exchange,10/19/2018
Patrick J Toomey,--,Self,Purchase,8/1/2018
Patrick J Toomey,BBT,Joint,Purchase,8/1/2018
Rick Scott,--,Self,Sale (Full),11/6/2019
Rick Scott,--,Self,Sale (Full),11/6/2019
Rick Scott,--,Spouse,Purchase,10/18/2019
Rick Scott,--,Spouse,Purchase,10/18/2019
Rick Scott,--,Spouse,Purchase,10/18/2019
Rick Scott,--,Spouse,Purchase,10/23/2019
Rick Scott,--,Spouse,Purchase,10/23/2019
Rick Scott,--,Spouse,Purchase,10/24/2019
Rick Scott,--,Self,Purchase,10/11/2019
Rick Scott,--,Self,Purchase,10/16/2019
Rick Scott,--,Spouse,Purchase,10/11/2019
Rick Scott,--,Spouse,Purchase,10/16/2019
Rick Scott,--,Spouse,Purchase,10/16/2019
Rick Scott,--,Spouse,Purchase,10/16/2019
Rick Scott,--,Spouse,Purchase,10/16/2019
Rick Scott,--,Spouse,Purchase,10/16/2019
Rick Scott,--,Spouse,Purchase,10/11/2019
Rick Scott,--,Spouse,Purchase,10/11/2019
Shelley M Capito,MSFT,Spouse,Sale (Partial),10/15/2019
Mark R Warner,--,Self,Sale (Full),10/22/2019
John Hoeven,--,Self,Purchase,10/28/2019
Daniel S Sullivan,RPM,Joint,Sale (Partial),10/8/2019
"David A Perdue , Jr",ALB,Joint,Purchase,10/29/2019
"David A Perdue , Jr",NFLX,Joint,Sale (Full),10/23/2019
"David A Perdue , Jr",PEP,Joint,Sale (Partial),10/28/2019
"David A Perdue , Jr",AAPL,Joint,Sale (Partial),10/28/2019
"David A Perdue , Jr",AAPL,Joint,Sale (Partial),10/28/2019
"David A Perdue , Jr",ALB,Joint,Purchase,10/28/2019
"David A Perdue , Jr",DIS,Joint,Sale (Partial),10/29/2019
"David A Perdue , Jr",TCP,Joint,Purchase,10/30/2019
"David A Perdue , Jr",ALB,Joint,Purchase,10/31/2019
"David A Perdue , Jr",EAF,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",MSFT,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",COP,Joint,Purchase,9/30/2019
"David A Perdue , Jr",STT,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",PG,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",DIS,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",USB,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",KO,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",MSM,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",PEP,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",XOM,Joint,Purchase,9/30/2019
"David A Perdue , Jr",NWSA,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",SYK,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",BOIVF,Joint,Purchase,9/30/2019
"David A Perdue , Jr",ORCL,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",FOX,Joint,Purchase,9/30/2019
"David A Perdue , Jr",BK,Joint,Purchase,9/30/2019
"David A Perdue , Jr",BKNG,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",ANTM,Joint,Purchase,9/30/2019
"David A Perdue , Jr",SYY,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",UHAL,Joint,Sale (Partial),9/30/2019
"David A Perdue , Jr",CBS,Joint,Purchase,10/1/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),10/1/2019
"David A Perdue , Jr",CBS,Joint,Purchase,10/1/2019
"David A Perdue , Jr",IP,Joint,Purchase,10/2/2019
"David A Perdue , Jr",PBA,Joint,Sale (Partial),10/10/2019
"David A Perdue , Jr",SPY,Joint,Purchase,10/11/2019
"David A Perdue , Jr",CTSH,Joint,Sale (Full),10/11/2019
"David A Perdue , Jr",XOM,Joint,Sale (Full),10/11/2019
"David A Perdue , Jr",RF,Joint,Sale (Partial),10/11/2019
"David A Perdue , Jr",MOS,Joint,Sale (Full),10/11/2019
"David A Perdue , Jr",DVN,Joint,Sale (Full),10/11/2019
"David A Perdue , Jr",CBS,Joint,Sale (Full),10/11/2019
"David A Perdue , Jr",SPY,Joint,Purchase,10/11/2019
"David A Perdue , Jr",LGF-B,Joint,Sale (Full),10/11/2019
"David A Perdue , Jr",FDX,Joint,Sale (Full),10/11/2019
"David A Perdue , Jr",NWSA,Joint,Purchase,10/15/2019
"David A Perdue , Jr",NWSA,Joint,Purchase,10/16/2019
"David A Perdue , Jr",TRGP,Joint,Sale (Partial),10/17/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),10/18/2019
"David A Perdue , Jr",DOW,Joint,Sale (Partial),10/23/2019
"David A Perdue , Jr",RF,Joint,Sale (Full),10/23/2019
"David A Perdue , Jr",PAA,Joint,Purchase,10/23/2019
"David A Perdue , Jr",ALB,Joint,Purchase,10/25/2019
Pat Roberts,MSFT,Spouse,Purchase,10/23/2019
Pat Roberts,KTB,Spouse,Sale (Full),10/17/2019
Pat Roberts,KTB,Spouse,Purchase,10/1/2019
Pat Roberts,AMZN,Spouse,Sale (Full),10/1/2019
Pat Roberts,MA,Spouse,Purchase,10/31/2019
Pat Roberts,AAPL,Spouse,Sale (Full),10/15/2019
Pat Roberts,NVDA,Spouse,Purchase,10/1/2019
Pat Roberts,NFLX,Spouse,Purchase,10/31/2019
Pat Roberts,NFLX,Spouse,Purchase,10/1/2019
Pat Roberts,AAPL,Spouse,Purchase,10/3/2019
Pat Roberts,CELG,Spouse,Sale (Full),10/1/2019
Tina Smith,--,Spouse,Purchase,10/16/2019
John Hoeven,IBM,Self,Purchase,10/21/2019
Tina Smith,--,Spouse,Purchase,6/28/2018
"Angus S King, Jr.",--,Spouse,Purchase,9/10/2019
"Jerry Moran,  ",WFC,Spouse,Sale (Partial),9/25/2019
"Jerry Moran,  ",DIS,Spouse,Sale (Partial),9/25/2019
"Jerry Moran,  ",3V64.TI,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",VZ,Spouse,Sale (Partial),9/25/2019
"Jerry Moran,  ",TXN,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",JNK,Spouse,Sale (Full),9/25/2019
"Jerry Moran,  ",OXY,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",MPC,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",JNJ,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",INTC,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",GILD,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",GIS,Spouse,Sale (Full),9/25/2019
"Jerry Moran,  ",0QZI.IL,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",XOM,Spouse,Sale (Partial),9/25/2019
"Jerry Moran,  ",COST,Spouse,Sale (Partial),9/25/2019
"Jerry Moran,  ",KO,Spouse,Purchase,9/25/2019
"Jerry Moran,  ",AAPL,Spouse,Sale (Partial),9/25/2019
"Jerry Moran,  ",WFC,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",DIS,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",3V64.TI,Self,Purchase,9/25/2019
"Jerry Moran,  ",VZ,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",USB,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",TXN,Self,Purchase,9/25/2019
"Jerry Moran,  ",JNK,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",OXY,Self,Purchase,9/25/2019
"Jerry Moran,  ",MSFT,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",MPC,Self,Purchase,9/25/2019
"Jerry Moran,  ",JNJ,Self,Purchase,9/25/2019
"Jerry Moran,  ",INTC,Self,Purchase,9/25/2019
"Jerry Moran,  ",GILD,Self,Purchase,9/25/2019
"Jerry Moran,  ",GIS,Self,Sale (Full),9/25/2019
"Jerry Moran,  ",0QZI.IL,Self,Purchase,9/25/2019
"Jerry Moran,  ",XOM,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",CVS,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",COST,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",KO,Self,Purchase,9/25/2019
"Jerry Moran,  ",BRK-B,Self,Purchase,9/25/2019
"Jerry Moran,  ",BAC,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",AAPL,Self,Sale (Partial),9/25/2019
"Jerry Moran,  ",AMZN,Self,Purchase,9/25/2019
James M Inhofe,UNH,Self,Sale (Full),9/30/2019
James M Inhofe,XBI,Self,Sale (Full),9/30/2019
Susan M Collins,--,Spouse,Sale (Full),9/16/2019
Susan M Collins,--,Spouse,Purchase,9/18/2019
Mark R Warner,--,Self,Purchase,9/6/2019
Sheldon Whitehouse,TSLA,Joint,Sale (Full),8/27/2019
Sheldon Whitehouse,CVS,Self,Purchase,8/27/2019
Sheldon Whitehouse,T,Self,Purchase,8/27/2019
Sheldon Whitehouse,TSLA,Self,Sale (Full),8/27/2019
John Hoeven,--,Self,Purchase,10/3/2019
Rick Scott,--,Spouse,Purchase,9/17/2019
Rick Scott,--,Spouse,Purchase,9/17/2019
Rick Scott,--,Spouse,Purchase,9/17/2019
Rick Scott,--,Spouse,Purchase,9/9/2019
Rick Scott,--,Spouse,Purchase,9/9/2019
Thomas R Carper,--,Spouse,Purchase,9/27/2019
Thomas R Carper,--,Spouse,Purchase,9/27/2019
Thomas R Carper,--,Spouse,Purchase,9/19/2019
Thomas R Carper,--,Spouse,Sale (Full),9/19/2019
Thomas R Carper,--,Spouse,Sale (Full),9/19/2019
Thomas R Carper,--,Spouse,Purchase,9/19/2019
"David A Perdue , Jr",FDX,Joint,Purchase,9/26/2019
"David A Perdue , Jr",CZR,Joint,Sale (Partial),9/4/2019
"David A Perdue , Jr",CZR,Joint,Sale (Partial),9/5/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),9/11/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),9/13/2019
"David A Perdue , Jr",BPL,Joint,Sale (Partial),9/16/2019
"David A Perdue , Jr",BPL,Joint,Sale (Partial),9/16/2019
"David A Perdue , Jr",BPL,Joint,Sale (Partial),9/16/2019
"David A Perdue , Jr",BPL,Joint,Sale (Partial),9/17/2019
"David A Perdue , Jr",ET,Joint,Purchase,9/18/2019
"David A Perdue , Jr",WES,Joint,Purchase,9/18/2019
"David A Perdue , Jr",WES,Joint,Purchase,9/18/2019
"David A Perdue , Jr",BPL,Joint,Sale (Partial),9/18/2019
"David A Perdue , Jr",BPL,Joint,Sale (Full),9/18/2019
"David A Perdue , Jr",OKE,Joint,Sale (Partial),9/19/2019
"David A Perdue , Jr",AAPL,Joint,Sale (Partial),9/19/2019
"David A Perdue , Jr",DCP,Joint,Purchase,9/19/2019
"David A Perdue , Jr",GPK,Joint,Sale (Partial),9/25/2019
"David A Perdue , Jr",SU,Joint,Sale (Full),9/25/2019
Gary C Peters,--,Self,Exchange,8/29/2019
Gary C Peters,--,Self,Exchange,8/29/2019
John Hoeven,NFLX,Self,Purchase,9/24/2019
John Hoeven,KTB,Self,Purchase,9/24/2019
"A. Mitchell McConnell, Jr.",WFC,Spouse,Purchase,9/1/2019
William Cassidy,DD,Spouse,Sale (Full),8/1/2019
Susan M Collins,CVET,Spouse,Sale (Full),8/15/2019
Susan M Collins,AKAM,Spouse,Purchase,8/20/2019
Thomas R Carper,--,Spouse,Purchase,8/2/2019
Thomas R Carper,--,Spouse,Purchase,8/2/2019
"David A Perdue , Jr",T,Joint,Sale (Partial),8/26/2019
"David A Perdue , Jr",T,Joint,Sale (Partial),8/26/2019
"David A Perdue , Jr",T,Joint,Sale (Partial),8/22/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),8/21/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),8/19/2019
"David A Perdue , Jr",CZR,Joint,Sale (Partial),8/16/2019
"David A Perdue , Jr",CZR,Joint,Sale (Partial),8/15/2019
"David A Perdue , Jr",GPK,Joint,Purchase,8/15/2019
"David A Perdue , Jr",ENTG,Joint,Sale (Partial),8/15/2019
"David A Perdue , Jr",M,Joint,Purchase,8/15/2019
"David A Perdue , Jr",BMY,Joint,Sale (Partial),8/15/2019
"David A Perdue , Jr",GPK,Joint,Purchase,8/14/2019
"David A Perdue , Jr",GPK,Joint,Purchase,8/14/2019
"David A Perdue , Jr",EXR,Joint,Sale (Partial),8/13/2019
"David A Perdue , Jr",EXR,Joint,Sale (Partial),8/13/2019
"David A Perdue , Jr",GPK,Joint,Purchase,8/12/2019
"David A Perdue , Jr",DIS,Joint,Sale (Partial),8/9/2019
"David A Perdue , Jr",FEYE,Joint,Purchase,8/9/2019
"David A Perdue , Jr",GPK,Joint,Purchase,8/9/2019
"David A Perdue , Jr",DIS,Joint,Sale (Partial),8/9/2019
"David A Perdue , Jr",GPK,Joint,Purchase,8/8/2019
"David A Perdue , Jr",KR,Joint,Purchase,8/8/2019
"David A Perdue , Jr",KR,Joint,Purchase,8/8/2019
"David A Perdue , Jr",M,Joint,Purchase,8/8/2019
"David A Perdue , Jr",KR,Joint,Purchase,8/7/2019
"David A Perdue , Jr",CZR,Joint,Sale (Partial),8/7/2019
"David A Perdue , Jr",STT,Joint,Purchase,8/7/2019
"David A Perdue , Jr",CZR,Joint,Sale (Partial),8/6/2019
"David A Perdue , Jr",KR,Joint,Purchase,8/6/2019
"David A Perdue , Jr",KR,Joint,Purchase,8/5/2019
"David A Perdue , Jr",CZR,Joint,Sale (Partial),8/5/2019
Gary C Peters,--,Self,Purchase,8/21/2019
Gary C Peters,--,Self,Purchase,7/29/2019
Pat Roberts,NFLX,Spouse,Purchase,8/14/2019
Pat Roberts,AMZN,Spouse,Purchase,8/14/2019
"Angus S King, Jr.",WAT,Spouse,Sale (Partial),7/23/2019
"Angus S King, Jr.",CMCSA,Spouse,Purchase,7/23/2019
John Hoeven,DOW,Self,Purchase,8/22/2019
John Hoeven,CVS,Self,Sale (Full),7/23/2019
John Hoeven,UPS,Self,Sale (Full),7/23/2019
Patrick J Toomey,ET,Self,Exchange,10/19/2018
Patrick J Toomey,ETP,Self,Exchange,10/19/2018
Patrick J Toomey,BBT,Joint,Sale (Full),10/31/2018
Patrick J Toomey,--,Self,Purchase,3/9/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),3/22/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),7/27/2018
Patrick J Toomey,CAPL,Joint,Sale (Partial),8/22/2018
Patrick J Toomey,CAPL,Joint,Sale (Partial),8/9/2018
Patrick J Toomey,PG,Joint,Sale (Full),8/2/2018
Patrick J Toomey,PFS,Joint,Sale (Partial),1/5/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),1/8/2018
Patrick J Toomey,PFS,Joint,Sale (Full),1/8/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),1/30/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),1/30/2018
Patrick J Toomey,BAC,Joint,Sale (Full),1/5/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),5/16/2018
Patrick J Toomey,BOX,Joint,Sale (Full),5/2/2018
Patrick J Toomey,BOX,Self,Purchase,5/2/2018
Patrick J Toomey,NTRP,Self,Purchase,2/15/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),2/8/2018
Patrick J Toomey,REVB,Self,Sale (Partial),7/27/2018
Patrick J Toomey,GE,Joint,Sale (Full),9/6/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),4/30/2018
Patrick J Toomey,BOX,Joint,Purchase,4/23/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),6/25/2018
Patrick J Toomey,REVB,Joint,Sale (Partial),6/6/2018
Mark R Warner,--,Self,Sale (Full),7/3/2019
William Cassidy,WMT,Spouse,Sale (Partial),12/7/2018
William Cassidy,SBUX,Spouse,Sale (Partial),12/7/2018
William Cassidy,PG,Spouse,Sale (Partial),12/7/2018
William Cassidy,NVS,Spouse,Sale (Partial),12/7/2018
William Cassidy,JPM,Spouse,Purchase,12/7/2018
William Cassidy,MSFT,Spouse,Sale (Partial),12/7/2018
William Cassidy,MDT,Spouse,Sale (Partial),12/7/2018
William Cassidy,FRT,Spouse,Sale (Full),12/7/2018
William Cassidy,XOM,Spouse,Sale (Partial),12/7/2018
William Cassidy,DIS,Spouse,Sale (Partial),12/7/2018
William Cassidy,CMCSA,Spouse,Sale (Partial),12/7/2018
William Cassidy,CSCO,Spouse,Sale (Partial),12/7/2018
William Cassidy,CVS,Spouse,Sale (Partial),12/7/2018
William Cassidy,AAPL,Spouse,Purchase,12/7/2018
William Cassidy,AMGN,Spouse,Sale (Partial),12/7/2018
Daniel S Sullivan,MALOX,Joint,Purchase,7/18/2019
Daniel S Sullivan,GTCSX,Self,Purchase,7/17/2019
